iter	RMSE
235	0.4571228064
236	0.4570955425
237	0.4569698848
238	0.4568392777
239	0.4567412008
240	0.4566767032
241	0.4566190521
242	0.4565824368
243	0.456494578
244	0.4563902339
245	0.4563339399
246	0.4562350784
247	0.4561067005
248	0.4560431263
249	0.455980522
250	0.4558974822
251	0.4558017466
252	0.4556543033
253	0.4555700848
254	0.4555033676
255	0.4554267401
256	0.4553326741
257	0.455263704
258	0.4551685559
259	0.455116886
260	0.4550688024
261	0.4549910988
262	0.4549379966
263	0.4548600014
264	0.4548184235
265	0.4547407729
266	0.4546631479
267	0.4545538479
268	0.4544985299
269	0.454436661
270	0.4544249047
271	0.4543440047
272	0.4542645502
273	0.4541987177
274	0.4541308237
275	0.4540307298
276	0.4539553211
277	0.4538660149
278	0.4537941492
279	0.4537541141
280	0.4537391292
281	0.453691517
282	0.4536082403
283	0.4535694393
284	0.4535109143
285	0.4534417553
286	0.4533709616
287	0.4532892974
288	0.4532398863
289	0.4531672778
290	0.4530464229
291	0.4529919673
292	0.4529463322
293	0.452835953
294	0.4527605364
295	0.4527274131
296	0.4526703518
297	0.4526602198
298	0.4526275452
299	0.4525922373
300	0.4525240404
301	0.4525104097
302	0.4524861081
303	0.4524360451
304	0.4523687154
305	0.4522333632
306	0.452152521
307	0.4521155449
308	0.4520745805
309	0.4520626171
310	0.4519423199
311	0.4519277605
312	0.451871927
313	0.451841269
314	0.4517575607
315	0.4516966305
316	0.4516180421
317	0.4515440805
318	0.4514813473
319	0.4514252362
320	0.4513688674
321	0.4513240137
322	0.4512866577
323	0.4511811044
324	0.451134541
325	0.4510934507
326	0.4510389213
327	0.45099138
328	0.4509041017
329	0.4508625753
330	0.4507884666
331	0.4507538105
332	0.4506784158
333	0.4506195346
334	0.4505803488
335	0.4505059766
336	0.4504688113
337	0.4504307966
338	0.4504007674
339	0.4503694865
340	0.4503026034
341	0.4502510021
342	0.4502021709
343	0.4501454376
344	0.4500960882
345	0.4500539039
346	0.4499857829
347	0.4499204685
348	0.4498684507
349	0.4498598074
350	0.4498238509
351	0.4497803305
352	0.4497348168
353	0.4496580284
354	0.4496305613
355	0.4495979016
356	0.4495749384
357	0.4495319585
358	0.4494766137
359	0.4494444966
360	0.4493833207
361	0.4493319691
362	0.4493241808
363	0.4492788729
364	0.4492353032
365	0.4491987999
366	0.4491600215
367	0.449087307
368	0.4490612139
369	0.4490381222
370	0.4489970236
371	0.4489419713
372	0.448904671
373	0.4488868805
374	0.4488512525
375	0.4488173775
376	0.448763222
377	0.4487170361
378	0.448661638
379	0.4486478306
380	0.4486150129
381	0.4485795561
382	0.4484491748
383	0.4484065829
384	0.448396824
385	0.4483212325
386	0.4482857831
387	0.4482240602
388	0.4481740458
389	0.4481490956
390	0.448129469
391	0.4480744789
392	0.4480395855
393	0.4480279052
394	0.448016848
395	0.4480094822
396	0.447983145
397	0.447954659
398	0.4479071143
399	0.4478972758
400	0.4478700051
401	0.4478339054
402	0.4477960746
403	0.4477559618
404	0.4476997337
405	0.4476511105
406	0.4476091048
407	0.4475986646
408	0.4475692612
409	0.4475352725
410	0.4475074637
411	0.4474898967
412	0.4474428731
413	0.4474101436
414	0.4473428143
415	0.4472914568
416	0.4472623763
417	0.4472339294
418	0.447184669
419	0.4471498013
420	0.4471218421
421	0.447098884
422	0.4470676395
423	0.4470425008
424	0.4470159019
425	0.4469681768
426	0.4469371004
427	0.4469029924
428	0.4468678206
429	0.4468564186
430	0.4468240696
431	0.4467872097
432	0.4467744032
433	0.4467292103
434	0.4466997282
435	0.4466697767
436	0.4466243686
437	0.4465950786
438	0.4465804094
439	0.446536854
440	0.4465053213
441	0.4464804658
442	0.4464223186
443	0.4463834927
444	0.4463759432
445	0.4463489224
446	0.4463373673
447	0.4463213152
448	0.4462944256
449	0.4462630572
450	0.4461898656
451	0.4461535842
452	0.4461397537
453	0.4461170346
454	0.4460657253
455	0.446043837
456	0.4460206675
457	0.4459785009
458	0.4459497415
459	0.4459397838
460	0.4458880542
461	0.4458626622
462	0.4458325708
463	0.4458126946
464	0.4457721556
465	0.44576507
466	0.4457469019
467	0.4457372437
468	0.4457071986
469	0.4456779558
470	0.4456314244
471	0.4456234234
472	0.4455854509
473	0.4455601091
474	0.4455401095
475	0.4455053716
476	0.4454830723
477	0.4454480369
478	0.4454230184
479	0.4453873486
480	0.4453722352
481	0.4453434013
482	0.4453271085
483	0.4453129255
484	0.4453034166
485	0.4452643446
486	0.4452246523
487	0.4452098349
488	0.4451695194
489	0.4451580658
490	0.445143748
491	0.4451380085
492	0.4451187617
493	0.445098602
494	0.4450888661
495	0.4450616341
496	0.4450110578
497	0.4450047872
498	0.4449614711
499	0.4449442906
500	0.4449312925
501	0.4448896591
502	0.4448672051
503	0.4448368304
504	0.4448287522
505	0.444822389
506	0.444809136
507	0.4447664713
508	0.4447509662
509	0.4447263309
510	0.4446819797
511	0.4446665498
512	0.4446345641
513	0.4446162532
514	0.444591283
515	0.4445522195
516	0.4445401351
517	0.4445052661
518	0.4444999739
519	0.4444897062
520	0.4444689329
521	0.444453851
522	0.4444036051
523	0.4443958574
524	0.444393634
525	0.4443479004
526	0.4443170857
527	0.4442770427
528	0.4442465171
529	0.4442362897
530	0.4442186164
531	0.4441997176
532	0.4441499721
533	0.4441243023
534	0.4440876903
535	0.4440854174
536	0.4440714
537	0.4440560874
538	0.4440537658
539	0.4440437799
540	0.4440323372
541	0.4439992956
542	0.4439885356
543	0.4439817305
544	0.4439711464
545	0.4439613643
546	0.4439375845
547	0.4439324348
548	0.4439180286
549	0.443912876
550	0.4438918513
551	0.4438685473
552	0.4438519812
553	0.4438156287
554	0.4437972822
555	0.4437839655
556	0.4437627796
557	0.4437549182
558	0.4437439147
559	0.4437096991
560	0.443676579
561	0.4436636743
562	0.443651383
563	0.4436327315
564	0.4436216646
565	0.4435709146
566	0.443554113
567	0.4435403208
568	0.4435368701
569	0.4434939093
570	0.4434826122
571	0.4434640682
572	0.4434538119
573	0.4434460269
574	0.4434152622
575	0.4433961196
576	0.443369011
577	0.4433556411
578	0.4433428718
579	0.4433321739
580	0.4433194775
581	0.4433008193
582	0.4432264373
583	0.4432077396
584	0.443197031
585	0.4431931531
586	0.4431711369
587	0.4431532753
588	0.4431411503
589	0.4431382612
590	0.4431150657
591	0.4430793084
592	0.4430653968
593	0.4430570939
594	0.4430132091
595	0.443002126
596	0.4429928217
597	0.4429905174
598	0.442973649
599	0.4429513935
600	0.4429345143
601	0.4429233829
602	0.4428968021
603	0.4428853972
604	0.4428446641
605	0.4428336484
606	0.4428261707
607	0.442798646
608	0.4427777074
609	0.442761627
610	0.4427556421
611	0.4427489929
612	0.4427150516
613	0.4427029755
614	0.4426799046
615	0.4426560208
616	0.4426256738
617	0.44259693
618	0.4425780728
619	0.4425661657
620	0.4425544392
621	0.442540993
622	0.4425389637
623	0.4425163444
624	0.4424954042
625	0.4424748479
626	0.4424644049
627	0.4424607743
628	0.4424091028
629	0.442380398
630	0.4423674242
631	0.4423441827
632	0.4423350385
633	0.4423104996
634	0.4423028253
635	0.4422917249
636	0.4422798135
637	0.4422644285
638	0.4422452786
639	0.442237603
640	0.4422263203
641	0.4422090886
642	0.4421769515
643	0.4421749805
644	0.442155575
645	0.442143268
646	0.4421261726
647	0.4421151137
648	0.4421004758
649	0.4420582466
650	0.4420481388
651	0.4420242767
652	0.4420168059
653	0.441998763
654	0.4419832507
655	0.4419743861
656	0.4419646849
657	0.4419567703
658	0.4419481062
659	0.4419437109
660	0.4419361354
661	0.441914133
662	0.4419102104
663	0.4419020809
664	0.4418674108
665	0.4418380393
666	0.4418172314
667	0.4418106077
668	0.4418065186
669	0.4417867385
670	0.4417818341
671	0.4417665608
672	0.4417452507
673	0.4417392699
674	0.4417333316
675	0.4417218198
676	0.4417126661
677	0.4417016125
678	0.4416968894
679	0.4416932637
680	0.4416772656
681	0.4416742135
682	0.4416703515
683	0.4416624075
684	0.4416598271
685	0.441652713
686	0.4416465393
687	0.4416286593
688	0.4416037713
689	0.4416020051
690	0.4415786669
691	0.4415671381
692	0.44156326
693	0.4415592289
694	0.4415487834
695	0.4415437675
696	0.4415409678
697	0.4415265119
698	0.4415183207
699	0.4415159882
700	0.441492889
701	0.4414846802
702	0.4414452987
703	0.4414025422
704	0.4413931334
705	0.4413877799
706	0.4413548983
707	0.4413517867
708	0.441348189
709	0.4413404553
710	0.4413365572
711	0.4413241073
712	0.441306342
713	0.4413022693
714	0.441299343
715	0.441296045
716	0.4412687842
717	0.4412335721
718	0.4412064255
719	0.4411758349
720	0.4411565271
721	0.4411376198
722	0.4410855008
723	0.4410824358
724	0.4410634714
725	0.4410455414
726	0.4410405294
727	0.4410370569
728	0.4410335696
729	0.4410312463
730	0.4410232911
731	0.4409960417
732	0.4409812764
733	0.4409649098
734	0.4409610014
735	0.4409125835
736	0.4409093493
737	0.4409070593
738	0.4408987222
739	0.4408961659
740	0.4408703267
741	0.4408624339
742	0.4408605819
743	0.4408547604
744	0.4408514273
745	0.4408422487
746	0.4408266332
747	0.4408226561
748	0.440813076
749	0.4408008101
750	0.4407890898
751	0.4407657036
752	0.4407532927
753	0.4407424575
754	0.4407393294
755	0.4407319528
756	0.4407253821
757	0.4407207357
758	0.4407141235
759	0.4407031568
760	0.4406975826
761	0.4406812125
762	0.4406760477
763	0.4406735287
764	0.4406686072
765	0.4406567826
766	0.440651474
767	0.4406466959
768	0.440600771
769	0.4405854851
770	0.4405684809
771	0.4405480379
772	0.4405231814
773	0.4405141598
774	0.4405001097
775	0.4404927374
776	0.4404880382
777	0.4404833109
778	0.4404817747
779	0.4404717891
780	0.4404581455
781	0.4404232021
782	0.4404050592
783	0.4404028317
784	0.4403837704
785	0.4403694813
786	0.4403649648
787	0.4403622104
788	0.440360749
789	0.4403546229
790	0.4403410444
791	0.4403319207
792	0.4403249572
793	0.4403206301
794	0.4403122037
795	0.4403053323
796	0.4402894615
797	0.440277954
798	0.4402712634
799	0.4402600442
800	0.4402499288
801	0.4402420174
802	0.4402375794
803	0.4402359586
804	0.4402300397
805	0.4402220215
806	0.4402155591
807	0.4401720294
808	0.440142586
809	0.4401358754
810	0.4401220453
811	0.4401130689
812	0.4400905395
813	0.4400822203
814	0.4400657027
815	0.4400637967
816	0.4400477942
817	0.4400392169
818	0.4400341191
819	0.4400318371
820	0.4399915227
821	0.4399818091
822	0.439972012
823	0.4399660468
824	0.4399534681
825	0.439943161
826	0.439936327
827	0.439934348
828	0.4399251444
829	0.4399238519
830	0.4399170129
831	0.4398792504
832	0.4398763503
833	0.439870773
834	0.4398674914
835	0.4398596214
836	0.439844918
837	0.4398357214
838	0.4398229178
839	0.4398155928
840	0.4398114912
841	0.4398060543
842	0.4397864829
843	0.4397831044
844	0.4397814844
845	0.4397736484
846	0.439765744
847	0.4397393764
848	0.4397333125
849	0.4397315993
850	0.4397244047
851	0.4397214537
852	0.4397087822
853	0.4396709355
854	0.4396554581
855	0.4396513238
856	0.439645431
857	0.4396258503
858	0.4396182707
859	0.4396128565
860	0.4396090751
861	0.4396025934
862	0.4395998522
863	0.4395897782
864	0.4395581301
865	0.4395532162
866	0.4395303215
867	0.4395069539
868	0.4394989766
869	0.4394970764
870	0.4394928006
871	0.4394914587
872	0.4394843185
873	0.43947201
874	0.4394668485
875	0.4394549904
876	0.439432934
877	0.4394254221
878	0.4394109211
879	0.4393897859
880	0.4393848748
881	0.4393681179
882	0.4393635869
883	0.4393515178
884	0.4393360485
885	0.4393312834
886	0.4393281254
887	0.4393245427
888	0.439306809
889	0.4393000843
890	0.4392830597
891	0.4392714882
892	0.4392458001
893	0.4392272123
894	0.4392228393
895	0.4392189401
896	0.4392094122
897	0.4391923614
898	0.439188622
899	0.4391667114
900	0.4391633661
901	0.4391313133
902	0.4391297135
903	0.4391209195
904	0.4391080826
905	0.4390905727
906	0.43908477
907	0.4390813687
908	0.4390703409
909	0.4390541633
910	0.4390483723
911	0.4390411069
912	0.439038157
913	0.4390351644
914	0.439025143
915	0.4390221817
916	0.4390067856
917	0.4389973475
918	0.438993463
919	0.4389881621
920	0.4389793685
921	0.4389735547
922	0.4389683527
923	0.4389645883
924	0.438959314
925	0.4389508905
926	0.4389441077
927	0.4389391803
928	0.4389315592
929	0.438918422
930	0.4389108829
931	0.4389047834
932	0.4388902983
933	0.4388861875
934	0.4388767626
935	0.4388572723
936	0.4388332646
937	0.4388254373
938	0.4388185721
939	0.4388100036
940	0.4387953589
941	0.4387902746
942	0.4387824775
943	0.4387776622
944	0.4387683617
945	0.4387613071
946	0.43874056
947	0.4387292124
948	0.4387247922
949	0.4387091431
950	0.4386888276
951	0.4386802164
952	0.4386754098
953	0.4386668312
954	0.4386615211
955	0.4386498404
956	0.4386471366
957	0.438623453
958	0.4386177499
959	0.4385983746
960	0.4385918823
961	0.438584267
962	0.4385757624
963	0.4385696111
964	0.4385648648
965	0.4385401318
966	0.4385365138
967	0.4385312672
968	0.4385245495
969	0.4385167815
970	0.4385039305
971	0.4384862774
972	0.4384733212
973	0.4384669937
974	0.4384611437
975	0.4384317251
976	0.4384274414
977	0.4384232737
978	0.4384195673
979	0.4384151519
980	0.4384102298
981	0.4383842247
982	0.4383699896
983	0.438352974
984	0.4383393915
985	0.4383218608
986	0.4383131911
987	0.4383001595
988	0.4382902024
989	0.4382895912
990	0.4382782184
991	0.4382716469
992	0.4382673307
993	0.4382547271
994	0.4382541758
995	0.4382514103
996	0.4382508983
997	0.438242058
998	0.4382326928
999	0.4382295955
1000	0.4382156308
1001	0.4382128386
1002	0.4382102182
1003	0.4381971526
1004	0.4381813586
1005	0.4381702361
1006	0.4381531662
1007	0.4381463327
1008	0.4381433324
1009	0.4381396124
1010	0.4381363723
1011	0.4381325181
1012	0.4381109028
1013	0.4381067526
1014	0.4380937885
1015	0.4380839055
1016	0.4380746059
1017	0.4380694979
1018	0.4380688511
1019	0.4380643139
1020	0.4380521034
1021	0.4380452813
1022	0.4380404606
1023	0.4380335727
1024	0.4380314257
1025	0.438028674
1026	0.4380212597
1027	0.4380110525
1028	0.4380049691
1029	0.4379968233
1030	0.4379931372
1031	0.4379876147
1032	0.4379820833
1033	0.4379796179
1034	0.4379753076
1035	0.4379649137
1036	0.4379630271
1037	0.4379577278
1038	0.4379517883
1039	0.4379433403
1040	0.4379289331
1041	0.4379210747
1042	0.4379137599
1043	0.4379115775
1044	0.4379095526
1045	0.4379027454
1046	0.4378908011
1047	0.4378851996
1048	0.4378805855
1049	0.4378762198
1050	0.4378707413
1051	0.43786477
1052	0.4378596617
1053	0.4378101198
1054	0.4378008873
1055	0.4377985839
1056	0.4377837864
1057	0.4377754523
1058	0.4377714383
1059	0.4377638478
1060	0.4377578454
1061	0.4377529571
1062	0.4377413628
1063	0.437733577
1064	0.4377305457
1065	0.4377209148
1066	0.4377063184
1067	0.4377008292
1068	0.4376961582
1069	0.4376864878
1070	0.4376782489
1071	0.4376741645
1072	0.4376668444
1073	0.4376537222
1074	0.4376506791
1075	0.4376469799
1076	0.437643378
1077	0.4376408731
1078	0.4376365323
1079	0.4376255064
1080	0.4376234599
1081	0.437620261
1082	0.4376169298
1083	0.4376153683
1084	0.4376115172
1085	0.4375932122
1086	0.4375775337
1087	0.4375617399
1088	0.4375580082
1089	0.4375551521
1090	0.4375364859
1091	0.4375330944
1092	0.4375294198
1093	0.4375200536
1094	0.4375144042
1095	0.4375116296
1096	0.4375017866
1097	0.4374976499
1098	0.4374930541
1099	0.437489922
1100	0.4374823761
1101	0.4374771856
1102	0.437462053
1103	0.4374444769
1104	0.4374302282
1105	0.43741827
1106	0.437415083
1107	0.437407425
1108	0.4374066069
1109	0.4373914541
1110	0.4373751249
1111	0.4373722067
1112	0.4373609837
1113	0.4373467493
1114	0.4373439862
1115	0.4373433352
1116	0.4373275777
1117	0.4373172208
1118	0.4373130934
1119	0.4373073652
1120	0.4372994656
1121	0.4372815773
1122	0.4372787519
1123	0.4372734478
1124	0.4372588922
1125	0.437253609
1126	0.4372474937
1127	0.4372332407
1128	0.4372300298
1129	0.4372224087
1130	0.4372174044
1131	0.4372107112
1132	0.4372077699
1133	0.437204555
1134	0.4371904464
1135	0.4371744456
1136	0.4371709687
1137	0.4371631419
1138	0.4371567707
1139	0.4371552456
1140	0.4371470471
1141	0.4371432823
1142	0.4371183909
1143	0.4371002712
1144	0.4370929139
1145	0.4370923212
1146	0.4370898355
1147	0.4370864281
1148	0.4370831382
1149	0.4370784101
1150	0.4370733161
1151	0.4370712982
1152	0.4370608277
1153	0.437056386
1154	0.4370528983
1155	0.4370450944
1156	0.4370377735
1157	0.4370319026
1158	0.4370228018
1159	0.4370181738
1160	0.4370174341
1161	0.4370082169
1162	0.4370017046
1163	0.4369715847
1164	0.4369706585
1165	0.4369594668
1166	0.4369445983
1167	0.4369364843
1168	0.4369345881
1169	0.4369286301
1170	0.436922899
1171	0.4369050286
1172	0.4368959333
1173	0.4368913204
1174	0.4368620546
1175	0.4368611978
1176	0.4368549686
1177	0.436842463
1178	0.4368269476
1179	0.4368166815
1180	0.4368112224
1181	0.4368080354
1182	0.4368002151
1183	0.4367906666
1184	0.4367887309
1185	0.436782725
1186	0.4367663316
1187	0.4367640398
1188	0.4367622196
1189	0.4367568537
1190	0.4367454867
1191	0.4367422091
1192	0.436736217
1193	0.436725159
1194	0.436718479
1195	0.4367101419
1196	0.4366983202
1197	0.4366965344
1198	0.4366896136
1199	0.4366733349
1200	0.4366698529
1201	0.4366677377
1202	0.4366607926
1203	0.436647179
1204	0.436633293
1205	0.4366124687
1206	0.4366099609
1207	0.4366085146
1208	0.4366061104
1209	0.4365977234
1210	0.4365946257
1211	0.4365903643
1212	0.4365593693
1213	0.4365509273
1214	0.4365439415
1215	0.4365383715
1216	0.4365358219
1217	0.436524814
1218	0.4365100813
1219	0.4364924704
1220	0.4364908179
1221	0.4364873684
1222	0.4364858449
1223	0.4364704538
1224	0.4364691862
1225	0.4364578513
1226	0.4364464244
1227	0.4364410445
1228	0.436426763
1229	0.4364238954
1230	0.4364207477
1231	0.4364189679
1232	0.436416663
1233	0.4364147534
1234	0.4364134382
1235	0.4364094034
1236	0.436408016
1237	0.4363946398
1238	0.4363751231
1239	0.436370835
1240	0.4363640529
1241	0.4363627772
1242	0.4363465668
1243	0.4363436383
1244	0.4363311284
1245	0.4363138677
1246	0.4363074605
1247	0.4363014188
1248	0.4362982154
1249	0.4362967924
1250	0.4362948252
1251	0.4362733214
1252	0.4362646323
1253	0.4362540821
1254	0.4362396828
1255	0.4362316639
1256	0.4362193798
1257	0.4362120451
1258	0.4362094338
1259	0.4361961296
1260	0.4361943953
1261	0.4361930891
1262	0.4361889632
1263	0.436185999
1264	0.4361847687
1265	0.4361819489
1266	0.4361807899
1267	0.4361796965
1268	0.4361744087
1269	0.4361728355
1270	0.436171049
1271	0.4361700185
1272	0.4361690457
1273	0.4361575312
1274	0.4361516211
1275	0.4361484537
1276	0.4361475316
1277	0.43614052
1278	0.4361383892
1279	0.4361375211
1280	0.436133271
1281	0.436128242
1282	0.4361217624
1283	0.4361209387
1284	0.4361194888
1285	0.4361082591
1286	0.4361074807
1287	0.4361064343
1288	0.436097028
1289	0.4360924413
1290	0.4360898957
1291	0.4360775796
1292	0.4360746228
1293	0.4360727898
1294	0.4360716344
1295	0.4360677409
1296	0.436062916
1297	0.4360621785
1298	0.4360609255
1299	0.4360508881
1300	0.4360450018
1301	0.4360447801
1302	0.4360324266
1303	0.4360322251
1304	0.4360320848
1305	0.4360296624
1306	0.4360295314
1307	0.4360206067
1308	0.4360184934
1309	0.4360156305
1310	0.4360092638
1311	0.436006515
1312	0.4359726453
1313	0.4359725274
1314	0.4359715023
1315	0.4359713918
1316	0.4359681833
1317	0.4359646949
1318	0.4359615469
1319	0.4359525965
1320	0.4359472453
1321	0.4359450764
1322	0.4359411432
1323	0.435928387
1324	0.4359267636
1325	0.4359157012
1326	0.4359155901
1327	0.4359111105
1328	0.4359084092
1329	0.4359065391
1330	0.4359017586
1331	0.4359016542
1332	0.4358969882
1333	0.4358968922
1334	0.4358968023
1335	0.4358933389
1336	0.435890861
1337	0.4358859158
1338	0.4358825587
1339	0.4358816428
1340	0.4358798518
1341	0.4358767172
1342	0.4358668824
1343	0.4358573995
1344	0.4358572865
1345	0.4358560185
1346	0.4358532972
1347	0.4358531906
1348	0.4358530897
1349	0.4358529941
1350	0.4358521689
1351	0.4358486113
1352	0.4358462088
1353	0.4358433061
1354	0.4358366528
1355	0.4358248386
1356	0.4358215724
1357	0.4358182348
1358	0.435808426
1359	0.4358060124
1360	0.4358058849
1361	0.4358057921
1362	0.4358042407
1363	0.4358041525
1364	0.4358040688
1365	0.4357945383
1366	0.435776666
1367	0.4357765862
1368	0.4357692884
1369	0.4357604288
1370	0.4357603194
1371	0.4357545199
1372	0.4357527339
1373	0.4357487205
1374	0.4357398829
1375	0.4357391107
1376	0.4357277871
1377	0.4357254279
1378	0.4357231918
1379	0.4357194399
1380	0.4357183942
1381	0.4357148276
1382	0.435694591
1383	0.43568655
1384	0.4356834247
1385	0.4356797542
1386	0.435677086
1387	0.4356745889
1388	0.4356698956
1389	0.4356675712
1390	0.4356670364
1391	0.4356567656
1392	0.435654464
1393	0.4356504532
1394	0.4356494009
1395	0.4356482079
1396	0.4356461395
1397	0.4356460823
1398	0.4356444435
1399	0.4356432455
1400	0.4356427688
1401	0.4356410684
1402	0.4356226418
1403	0.4356225717
1404	0.4355852387
1405	0.4355823756
1406	0.4355781996
1407	0.4355710214
1408	0.4355590042
1409	0.4355492405
1410	0.4355427206
1411	0.4355401945
1412	0.4355379733
1413	0.4355366182
1414	0.4355286173
1415	0.4355173761
1416	0.4355147737
1417	0.4355137359
1418	0.4355132736
1419	0.4355006266
1420	0.4354880344
1421	0.4354762028
1422	0.4354622122
1423	0.4354597596
1424	0.4354340677
1425	0.4354193605
1426	0.4354179791
1427	0.4354169895
1428	0.4354021649
1429	0.4353984085
1430	0.4353974941
1431	0.4353961068
1432	0.4353946827
1433	0.4353946318
1434	0.4353898027
1435	0.4353863885
1436	0.4353843033
1437	0.4353811995
1438	0.4353762419
1439	0.4353754749
1440	0.4353723817
1441	0.4353704528
1442	0.4353605895
1443	0.435351413
1444	0.4353441386
1445	0.4353395155
1446	0.4353343051
1447	0.435328244
1448	0.4353261058
1449	0.4353177439
1450	0.4353156694
1451	0.4352920042
1452	0.4352899585
1453	0.435282039
1454	0.4352811792
1455	0.4352798713
1456	0.4352787758
1457	0.4352768875
1458	0.435275282
1459	0.435273415
1460	0.4352457025
1461	0.435243439
1462	0.4352346235
1463	0.4352316654
1464	0.4352305048
1465	0.4352284436
1466	0.4352203476
1467	0.4352187217
1468	0.4352186741
1469	0.4352176283
1470	0.4352123998
1471	0.4352091261
1472	0.4351909124
1473	0.4351900992
1474	0.435189512
1475	0.4351886723
1476	0.4351780161
1477	0.4351676556
1478	0.4351627061
1479	0.4351541339
1480	0.435147744
1481	0.4351457754
1482	0.4351418089
1483	0.4351403553
1484	0.4351316108
1485	0.435129888
1486	0.4351292341
1487	0.435127645
1488	0.4351238083
1489	0.435122222
1490	0.435117838
1491	0.4351172248
1492	0.4351145832
1493	0.4351117909
1494	0.4351023412
1495	0.4350938001
1496	0.4350927775
1497	0.4350882005
1498	0.4350830102
1499	0.4350796623
