iter	Passed	Remaining
390	55227	156643
391	55452	156739
392	55626	156688
393	55729	156438
394	55905	156392
395	56010	156151
396	56140	155977
397	56280	155833
398	56368	155544
399	56453	155247
400	56577	155058
401	56670	154786
402	56814	154653
403	56921	154421
404	57019	154163
405	57113	153897
406	57250	153746
407	57360	153523
408	57458	153269
409	57635	153225
410	57779	153095
411	57925	152967
412	58046	152775
413	58219	152721
414	58345	152542
415	58517	152483
416	58657	152339
417	58770	152127
418	58929	152035
419	59073	151903
420	59213	151760
421	59307	151500
422	59409	151263
423	59544	151108
424	59636	150844
425	59747	150631
426	59916	150562
427	60041	150384
428	60148	150161
429	60311	150077
430	60414	149845
431	60538	149664
432	60624	149392
433	60781	149292
434	60954	149234
435	61103	149115
436	61225	148929
437	61380	148827
438	61548	148754
439	61681	148596
440	61811	148431
441	61968	148330
442	62124	148229
443	62209	147957
444	62311	147728
445	62457	147602
446	62578	147417
447	62686	147202
448	62787	146971
449	62899	146764
450	63039	146625
451	63196	146527
452	63287	146274
453	63389	146047
454	63528	145905
455	63661	145751
456	63794	145596
457	63967	145533
458	64073	145316
459	64191	145128
460	64339	145007
461	64482	144876
462	64583	144649
463	64716	144496
464	64867	144383
465	64960	144139
466	65070	143934
467	65168	143705
468	65290	143527
469	65409	143344
470	65533	143171
471	65667	143022
472	65810	142890
473	65943	142737
474	66097	142631
475	66253	142529
476	66436	142483
477	66531	142250
478	66672	142114
479	66814	141980
480	66953	141841
481	67067	141649
482	67225	141548
483	67321	141318
484	67433	141124
485	67557	140952
486	67693	140807
487	67848	140701
488	67944	140474
489	68029	140224
490	68164	140078
491	68255	139839
492	68375	139663
493	68458	139411
494	68613	139306
495	68727	139116
496	68889	139025
497	68991	138814
498	69119	138653
499	69225	138450
500	69428	138441
501	69610	138388
502	69764	138280
503	69893	138122
504	70019	137959
505	70162	137828
506	70282	137653
507	70449	137570
508	70611	137476
509	70758	137354
510	70983	137383
511	71086	137174
512	71183	136955
513	71301	136776
514	71396	136554
515	71554	136452
516	71726	136376
517	71834	136179
518	71936	135971
519	72094	135869
520	72182	135635
521	72286	135433
522	72408	135263
523	72521	135078
524	72676	134971
525	72787	134780
526	72910	134614
527	73023	134429
528	73108	134193
529	73298	134150
530	73426	133992
531	73581	133885
532	73737	133778
533	73838	133573
534	73994	133467
535	74143	133347
536	74275	133197
537	74439	133105
538	74561	132937
539	74698	132796
540	74825	132638
541	74912	132410
542	75014	132207
543	75184	132125
544	75290	131930
545	75393	131730
546	75548	131623
547	75640	131405
548	75786	131279
549	75906	131111
550	76052	130987
551	76189	130847
552	76332	130717
553	76484	130603
554	76644	130502
555	76750	130309
556	76854	130115
557	77014	130014
558	77103	129793
559	77211	129605
560	77325	129426
561	77466	129294
562	77607	129162
563	77706	128959
564	77849	128830
565	77977	128676
566	78141	128581
567	78244	128386
568	78397	128274
569	78570	128193
570	78672	127997
571	78860	127941
572	79028	127852
573	79129	127655
574	79237	127468
575	79346	127285
576	79505	127181
577	79636	127033
578	79747	126852
579	79890	126722
580	80055	126627
581	80180	126470
582	80286	126282
583	80396	126100
584	80533	125963
585	80621	125747
586	80719	125548
587	80831	125372
588	80960	125221
589	81122	125121
590	81215	124914
591	81352	124777
592	81541	124718
593	81695	124605
594	81846	124489
595	81936	124279
596	82038	124088
597	82184	123964
598	82293	123783
599	82392	123588
600	82492	123395
601	82654	123294
602	82805	123178
603	82918	123005
604	83014	122806
605	83164	122687
606	83302	122551
607	83493	122493
608	83680	122428
609	83818	122292
610	83941	122134
611	84034	121932
612	84196	121830
613	84299	121643
614	84474	121561
615	84615	121428
616	84710	121230
617	84837	121078
618	84930	120877
619	85038	120699
620	85257	120678
621	85351	120480
622	85440	120275
623	85580	120141
624	85678	119949
625	85817	119815
626	85922	119633
627	86009	119426
628	86166	119318
629	86292	119165
630	86474	119091
631	86563	118887
632	86666	118704
633	86773	118526
634	86893	118366
635	86983	118166
636	87137	118053
637	87262	117900
638	87346	117691
639	87433	117488
640	87585	117373
641	87690	117194
642	87782	116997
643	87863	116787
644	87969	116610
645	88111	116481
646	88264	116366
647	88354	116170
648	88499	116045
649	88592	115851
650	88752	115746
651	88924	115656
652	89099	115570
653	89208	115397
654	89300	115204
655	89452	115087
656	89571	114929
657	89719	114808
658	89927	114762
659	90031	114585
660	90153	114430
661	90295	114301
662	90499	114250
663	90600	114068
664	90765	113968
665	90951	113894
666	91039	113697
667	91157	113537
668	91271	113372
669	91448	113287
670	91564	113124
671	91662	112941
672	91758	112755
673	91913	112641
674	92034	112486
675	92166	112344
676	92339	112253
677	92465	112104
678	92560	111917
679	92708	111795
680	92806	111613
681	93009	111556
682	93114	111383
683	93268	111267
684	93411	111139
685	93526	110977
686	93614	110783
687	93720	110611
688	93826	110440
689	93964	110305
690	94103	110173
691	94273	110077
692	94384	109910
693	94481	109729
694	94588	109558
695	94697	109392
696	94881	109310
697	95002	109157
698	95085	108960
699	95169	108765
700	95282	108603
701	95370	108412
702	95538	108313
703	95663	108164
704	95774	108001
705	95869	107819
706	96001	107679
707	96170	107580
708	96294	107431
709	96410	107273
710	96503	107090
711	96640	106956
712	96752	106794
713	96847	106613
714	97002	106499
715	97129	106354
716	97306	106263
717	97412	106095
718	97591	106007
719	97697	105838
720	97837	105708
721	97944	105541
722	98127	105456
723	98233	105288
724	98321	105102
725	98414	104921
726	98588	104826
727	98744	104712
728	98872	104569
729	99035	104461
730	99155	104309
731	99242	104123
732	99321	103928
733	99459	103795
734	99546	103610
735	99711	103504
736	99887	103411
737	100065	103319
738	100230	103214
739	100361	103074
740	100476	102917
741	100646	102816
742	100793	102692
743	100932	102560
744	101038	102395
745	101187	102272
746	101273	102087
747	101375	101918
748	101531	101802
749	101635	101635
750	101774	101503
751	101873	101331
752	101994	101181
753	102082	100999
754	102227	100873
755	102319	100695
756	102421	100527
757	102579	100414
758	102736	100300
759	102837	100131
760	102959	99983
761	103041	99796
762	103142	99627
763	103294	99508
764	103405	99350
765	103507	99183
766	103640	99046
767	103803	98937
768	103928	98792
769	104016	98613
770	104139	98466
771	104259	98317
772	104368	98157
773	104472	97993
774	104566	97820
775	104677	97662
776	104759	97478
777	104901	97350
778	105036	97215
779	105141	97053
780	105283	96925
781	105417	96790
782	105574	96675
783	105720	96550
784	105814	96378
785	105956	96250
786	106059	96086
787	106160	95921
788	106328	95816
789	106410	95634
790	106510	95469
791	106660	95348
792	106778	95198
793	106966	95110
794	107093	94969
795	107208	94817
796	107309	94653
797	107560	94620
798	107660	94455
799	107819	94342
800	107918	94176
801	108060	94047
802	108153	93877
803	108331	93779
804	108437	93620
805	108526	93445
806	108665	93314
807	108779	93162
808	108870	92990
809	108956	92815
810	109103	92690
811	109248	92565
812	109333	92389
813	109438	92229
814	109571	92093
815	109681	91938
816	109802	91793
817	109935	91657
818	110090	91540
819	110231	91411
820	110334	91251
821	110431	91085
822	110521	90914
823	110602	90737
824	110807	90660
825	110890	90484
826	111042	90364
827	111164	90220
828	111293	90081
829	111395	89921
830	111512	89773
831	111664	89653
832	111814	89532
833	111929	89382
834	112076	89258
835	112181	89101
836	112294	88950
837	112390	88786
838	112562	88681
839	112711	88558
840	112820	88405
841	112958	88273
842	113046	88103
843	113217	87998
844	113329	87847
845	113464	87713
846	113626	87601
847	113714	87431
848	113865	87309
849	113946	87135
850	114056	86983
851	114162	86827
852	114345	86730
853	114434	86562
854	114588	86443
855	114673	86272
856	114874	86189
857	114997	86047
858	115129	85911
859	115228	85751
860	115345	85605
861	115505	85490
862	115609	85333
863	115742	85199
864	115874	85063
865	116002	84925
866	116166	84813
867	116350	84715
868	116460	84564
869	116591	84428
870	116707	84281
871	116793	84112
872	116944	83990
873	117073	83853
874	117225	83732
875	117330	83578
876	117420	83413
877	117508	83246
878	117648	83116
879	117737	82951
880	117882	82825
881	117971	82660
882	118097	82521
883	118227	82385
884	118307	82213
885	118393	82046
886	118569	81942
887	118677	81791
888	118781	81637
889	118895	81490
890	119052	81372
891	119204	81251
892	119380	81146
893	119489	80996
894	119568	80825
895	119699	80690
896	119843	80563
897	119943	80407
898	120058	80261
899	120218	80145
900	120300	79977
901	120390	79815
902	120479	79652
903	120613	79519
904	120734	79378
905	120829	79219
906	120972	79092
907	121070	78935
908	121199	78799
909	121321	78659
910	121445	78519
911	121532	78356
912	121629	78199
913	121749	78058
914	121836	77895
915	121923	77732
916	122009	77569
917	122090	77404
918	122193	77251
919	122291	77096
920	122405	76952
921	122549	76825
922	122629	76660
923	122711	76495
924	122868	76377
925	123036	76266
926	123176	76137
927	123273	75983
928	123495	75905
929	123664	75794
930	123788	75656
931	123925	75525
932	124015	75366
933	124132	75223
934	124281	75100
935	124368	74940
936	124450	74776
937	124533	74613
938	124667	74482
939	124805	74352
940	124891	74191
941	125013	74052
942	125101	73893
943	125269	73781
944	125412	73655
945	125499	73495
946	125588	73337
947	125704	73194
948	125791	73035
949	125892	72884
950	125986	72730
951	126076	72573
952	126155	72410
953	126236	72248
954	126339	72099
955	126423	71939
956	126503	71777
957	126592	71621
958	126672	71459
959	126751	71297
960	126912	71181
961	127000	71025
962	127106	70878
963	127207	70729
964	127385	70622
965	127492	70477
966	127597	70330
967	127685	70174
968	127773	70018
969	127884	69874
970	128022	69746
971	128109	69590
972	128196	69434
973	128344	69311
974	128468	69175
975	128616	69052
976	128772	68933
977	128893	68795
978	129049	68677
979	129137	68522
980	129248	68378
981	129406	68261
982	129548	68134
983	129640	67982
984	129728	67827
985	129826	67678
986	129944	67539
987	130038	67388
988	130156	67249
989	130252	67099
990	130374	66963
991	130454	66805
992	130556	66658
993	130651	66508
994	130738	66354
995	130862	66219
996	130964	66073
997	131050	65919
998	131132	65763
999	131220	65610
1000	131305	65455
1001	131391	65302
1002	131478	65149
1003	131555	64991
1004	131707	64870
1005	131800	64721
1006	131889	64569
1007	132032	64444
1008	132118	64291
1009	132211	64142
1010	132330	64005
1011	132420	63854
1012	132510	63704
1013	132613	63560
1014	132774	63444
1015	132930	63325
1016	133018	63173
1017	133114	63026
1018	133260	62902
1019	133378	62766
1020	133468	62616
1021	133588	62480
1022	133747	62363
1023	133909	62246
1024	134049	62120
1025	134192	61995
1026	134306	61856
1027	134452	61733
1028	134584	61602
1029	134689	61460
1030	134777	61309
1031	134872	61162
1032	135004	61032
1033	135142	60905
1034	135383	60824
1035	135503	60688
1036	135601	60543
1037	135733	60413
1038	135884	60291
1039	135987	60148
1040	136137	60025
1041	136296	59907
1042	136442	59783
1043	136531	59634
1044	136667	59506
1045	136754	59355
1046	136860	59214
1047	136949	59066
1048	137035	58916
1049	137114	58763
1050	137245	58632
1051	137404	58514
1052	137553	58391
1053	137690	58263
1054	137773	58113
1055	137864	57965
1056	137997	57836
1057	138081	57686
1058	138179	57542
1059	138335	57422
1060	138439	57280
1061	138590	57158
1062	138743	57037
1063	138884	56911
1064	139028	56786
1065	139198	56671
1066	139314	56535
1067	139400	56386
1068	139489	56239
1069	139626	56111
1070	139733	55971
1071	139830	55827
1072	139931	55685
1073	140044	55548
1074	140143	55405
1075	140237	55260
1076	140362	55128
1077	140506	55003
1078	140614	54864
1079	140745	54734
1080	140836	54588
1081	140938	54447
1082	141073	54319
1083	141238	54202
1084	141399	54083
1085	141506	53944
1086	141670	53827
1087	141762	53682
1088	141873	53544
1089	141974	53403
1090	142095	53269
1091	142297	53166
1092	142498	53061
1093	142629	52931
1094	142762	52802
1095	142934	52687
1096	143110	52573
1097	143230	52439
1098	143403	52324
1099	143508	52184
1100	143612	52044
1101	143699	51898
1102	143821	51765
1103	143908	51619
1104	144057	51495
1105	144166	51357
1106	144251	51211
1107	144341	51066
1108	144427	50920
1109	144514	50775
1110	144666	50652
1111	144823	50531
1112	144937	50395
1113	145022	50250
1114	145113	50106
1115	145240	49975
1116	145332	49831
1117	145478	49707
1118	145577	49566
1119	145673	49424
1120	145764	49281
1121	145850	49136
1122	145941	48993
1123	146042	48853
1124	146195	48731
1125	146334	48604
1126	146425	48462
1127	146529	48323
1128	146632	48184
1129	146722	48041
1130	146806	47897
1131	146890	47752
1132	146979	47609
1133	147152	47493
1134	147296	47368
1135	147454	47247
1136	147567	47112
1137	147690	46980
1138	147794	46842
1139	147942	46718
1140	148102	46598
1141	148251	46474
1142	148392	46348
1143	148501	46212
1144	148607	46074
1145	148694	45931
1146	148802	45795
1147	148886	45651
1148	148977	45510
1149	149083	45373
1150	149235	45250
1151	149340	45113
1152	149447	44976
1153	149546	44838
1154	149670	44706
1155	149752	44563
1156	149862	44427
1157	149976	44293
1158	150059	44150
1159	150165	44014
1160	150278	43879
1161	150365	43738
1162	150501	43610
1163	150592	43470
1164	150680	43328
1165	150781	43191
1166	150873	43051
1167	150961	42910
1168	151106	42785
1169	151203	42647
1170	151333	42518
1171	151432	42380
1172	151553	42248
1173	151637	42107
1174	151739	41970
1175	151826	41829
1176	151916	41690
1177	152010	41551
1178	152101	41411
1179	152185	41270
1180	152322	41143
1181	152407	41003
1182	152496	40863
1183	152655	40742
1184	152815	40621
1185	152903	40481
1186	152983	40340
1187	153074	40201
1188	153202	40072
1189	153355	39949
1190	153501	39825
1191	153618	39693
1192	153754	39566
1193	153906	39443
1194	154017	39309
1195	154126	39176
1196	154218	39037
1197	154330	38904
1198	154443	38771
1199	154546	38636
1200	154637	38498
1201	154736	38362
1202	154878	38236
1203	154976	38100
1204	155092	37968
1205	155190	37832
1206	155335	37707
1207	155459	37578
1208	155558	37442
1209	155719	37321
1210	155849	37192
1211	155949	37057
1212	156054	36923
1213	156236	36806
1214	156418	36690
1215	156514	36554
1216	156616	36419
1217	156736	36288
1218	156867	36160
1219	157039	36041
1220	157133	35905
1221	157293	35783
1222	157433	35657
1223	157614	35540
1224	157852	35436
1225	157957	35302
1226	158104	35177
1227	158195	35040
1228	158356	34918
1229	158446	34780
1230	158579	34652
1231	158696	34521
1232	158843	34396
1233	158935	34259
1234	159046	34127
1235	159157	33994
1236	159286	33866
1237	159436	33741
1238	159531	33605
1239	159629	33470
1240	159724	33334
1241	159869	33209
1242	159952	33071
1243	160037	32933
1244	160129	32797
1245	160216	32660
1246	160298	32522
1247	160410	32390
1248	160538	32261
1249	160636	32127
1250	160762	31998
1251	160934	31878
1252	161122	31761
1253	161269	31636
1254	161430	31514
1255	161529	31379
1256	161659	31251
1257	161781	31121
1258	161931	30997
1259	162050	30866
1260	162156	30733
1261	162250	30598
1262	162343	30463
1263	162435	30328
1264	162549	30196
1265	162657	30064
1266	162799	29938
1267	162889	29803
1268	163008	29672
1269	163143	29545
1270	163245	29412
1271	163393	29287
1272	163554	29164
1273	163678	29035
1274	163784	28903
1275	163906	28773
1276	164004	28639
1277	164133	28511
1278	164251	28381
1279	164377	28252
1280	164493	28121
1281	164609	27991
1282	164696	27855
1283	164777	27719
1284	164896	27589
1285	165015	27459
1286	165175	27336
1287	165262	27201
1288	165381	27071
1289	165485	26939
1290	165599	26808
1291	165740	26682
1292	165863	26553
1293	165973	26422
1294	166072	26289
1295	166198	26160
1296	166306	26029
1297	166384	25893
1298	166487	25761
1299	166606	25631
1300	166714	25500
1301	166808	25367
1302	166900	25233
1303	166994	25100
1304	167087	24967
1305	167242	24843
1306	167351	24712
1307	167453	24580
1308	167596	24454
1309	167741	24328
1310	167845	24197
1311	167949	24065
1312	168111	23942
1313	168263	23818
1314	168431	23695
1315	168608	23574
1316	168804	23455
1317	168915	23325
1318	169039	23196
1319	169142	23064
1320	169292	22939
1321	169398	22808
1322	169528	22680
1323	169658	22552
1324	169765	22421
1325	169857	22289
1326	170019	22165
1327	170107	22032
1328	170191	21898
1329	170332	21771
1330	170419	21638
1331	170511	21505
1332	170602	21373
1333	170749	21247
1334	170836	21114
1335	170921	20981
1336	171020	20849
1337	171126	20719
1338	171233	20588
1339	171321	20456
1340	171425	20325
1341	171536	20195
1342	171704	20072
1343	171807	19941
1344	171924	19812
1345	172010	19680
1346	172101	19548
1347	172182	19415
1348	172271	19283
1349	172357	19150
1350	172438	19018
1351	172613	18895
1352	172706	18764
1353	172813	18634
1354	172902	18502
1355	172998	18371
1356	173095	18240
1357	173182	18108
1358	173295	17979
1359	173435	17853
1360	173554	17725
1361	173655	17595
1362	173803	17469
1363	173921	17341
1364	174057	17214
1365	174155	17084
1366	174322	16960
1367	174506	16838
1368	174614	16708
1369	174767	16583
1370	174939	16460
1371	175032	16329
1372	175123	16198
1373	175260	16071
1374	175436	15948
1375	175590	15823
1376	175670	15691
1377	175771	15561
1378	175927	15436
1379	176010	15305
1380	176094	15173
1381	176272	15050
1382	176364	14920
1383	176476	14791
1384	176615	14664
1385	176718	14535
1386	176839	14407
1387	176991	14281
1388	177081	14151
1389	177172	14020
1390	177256	13889
1391	177384	13762
1392	177568	13639
1393	177725	13514
1394	177853	13386
1395	177948	13256
1396	178070	13129
1397	178156	12998
1398	178236	12867
1399	178358	12739
1400	178502	12613
1401	178618	12485
1402	178797	12361
1403	178926	12234
1404	179039	12105
1405	179170	11978
1406	179281	11850
1407	179381	11720
1408	179463	11590
1409	179550	11460
1410	179705	11335
1411	179794	11205
1412	179876	11075
1413	179985	10946
1414	180070	10816
1415	180157	10687
1416	180266	10559
1417	180428	10433
1418	180590	10308
1419	180737	10182
1420	180842	10053
1421	180926	9924
1422	181037	9796
1423	181129	9667
1424	181238	9538
1425	181330	9409
1426	181554	9287
1427	181651	9158
1428	181812	9033
1429	181930	8905
1430	182023	8776
1431	182194	8651
1432	182288	8522
1433	182440	8396
1434	182537	8268
1435	182733	8144
1436	182860	8016
1437	182944	7887
1438	183051	7759
1439	183218	7634
1440	183349	7507
1441	183493	7380
1442	183606	7252
1443	183764	7126
1444	183876	6998
1445	184035	6872
1446	184180	6746
1447	184270	6617
1448	184353	6488
1449	184454	6360
1450	184589	6233
1451	184695	6105
1452	184851	5979
1453	184987	5852
1454	185113	5725
1455	185206	5596
1456	185311	5469
1457	185407	5340
1458	185500	5212
1459	185593	5084
1460	185711	4957
1461	185858	4830
1462	186015	4704
1463	186169	4577
1464	186283	4450
1465	186371	4322
1466	186450	4194
1467	186637	4068
1468	186732	3940
1469	186868	3813
1470	186950	3685
1471	187046	3557
1472	187227	3431
1473	187322	3304
1474	187405	3176
1475	187488	3048
1476	187610	2921
1477	187718	2794
1478	187830	2666
1479	187975	2540
1480	188063	2412
1481	188146	2285
1482	188231	2157
1483	188425	2031
1484	188530	1904
1485	188638	1777
1486	188730	1649
1487	188934	1523
1488	189032	1396
1489	189177	1269
1490	189331	1142
1491	189466	1015
1492	189564	888
1493	189679	761
1494	189798	634
1495	189919	507
1496	190013	380
1497	190158	253
1498	190287	126
1499	190467	0
